loan_id,customer_id,loan_status,loan_amount,state,funded_amount,term,int_rate,installment,grade,issue_d,issue_date,issue_year,pymnt_plan,application.type,application.purpose,application.description,application.notes
82432,jt/cYEguFIdCuiMraHMGDFaLDZy75WR9wUy3kpUxAh4=,Current,10000,FL,10000, 36 months,0.0531,301.10999,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
115681,fOjmTIv9wWtChvulyjJSNrKYYhVyvkF8jBzf9BNx7cs=,Current,12000,OH,12000, 36 months,0.0531,361.32999,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82454,QdPAORPEEYo1eFUEVoU/jM1AGX3fVgjrOa4UoXkwrOY=,Current,10000,PA,10000, 36 months,0.0531,301.10999,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
145353,jCQ6DIFFp7knphWDirB85xLwODVZmn6gyUNTelWVolA=,Current,15000,TX,15000, 36 months,0.0531,451.66,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
58502,m5GechQL/hUf8nal+4P9ipcgLBsqEn6wSUnvPUXyE2k=,Current,7500,FL,7500, 36 months,0.0531,225.83,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
74284,3JLWqxPHIcZI+czgtUUtFh4lbijmr3rCOsAXaZSN/NU=,Current,9000,ME,9000, 36 months,0.0531,271,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82422,qZoR3Gi3huHxx19ireM/W9JJm0ZQQ8S6hFacagPaAaY=,Fully Paid,10000,IN,10000, 36 months,0.0531,301.10999,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
176233,ZTrkKt8IZve4I0/Sxa1e7YIVqFVI8DSehIJoyez4Jiw=,Current,18000,NY,18000, 36 months,0.0531,541.98999,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
187700,ZUSz8l6y0SamSuQER2kkGeAP6cty5JxamQtqcOJhZwo=,Current,20000,NH,20000, 36 months,0.0531,602.21002,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
267243,9dH9EYvfNXkXdIAaIc+WnGDOV7o2imxU6+30Acw2cgo=,Current,40000,MO,40000, 60 months,0.0531,760.54999,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82453,hQ5//OQ2EXvrvbfjzK6zczN1zeUtLWrHG1AXSuz9uag=,Current,10000,LA,10000, 36 months,0.0531,301.10999,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82498,Lf+xfVrqhLn10RurS6hy6KrJ6b5uKhBSjDQgHnWabCk=,Current,10000,TX,10000, 36 months,0.0531,301.10999,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82446,viuWnPZ/PMermcdPU1STUgygUX71QEQlK827YazeR8Q=,Current,10000,UT,10000, 36 months,0.0531,301.10999,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
222185,7nVtBtZKlGP6F+60iMHcMcTYNmiMIhGeIFhYBt9SvZE=,Current,25000,CA,25000, 36 months,0.0531,752.76001,A,Jul-18,July 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
25088,q3JCd/RLHQeAe7dmeFHhfHw0Qakx3rED4KBsmiLHVQI=,Current,5000,TX,5000, 36 months,0.0531,150.56,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
264519,hOAmp1KhD8f1srQVPs3D0m+UoNWVYHyFRVirSm3xDpQ=,Current,40000,NY,40000, 36 months,0.0531,1204.42,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
264544,IGLammX9HTMD+Nqd8HxMubYZBmvXN/0HDSzBPcwe1Rs=,Current,40000,VA,40000, 36 months,0.0531,1204.42,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82505,9jI1p+0v0P/rc9JI4qTm475HHsYczShmTRRm71I3lms=,Current,10000,NY,10000, 36 months,0.0531,301.10999,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
135986,Z15PnV/ujpxdBs4MlmtJLFKjt4nc0+l4m3KtLfp3uLY=,Current,13500,PA,13500, 36 months,0.0531,406.48999,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
8301,Fubj9zvz/5Ik/ZNYb22feAEMUza45dS+2+yXxi4eg58=,Current,2750,TX,2750, 36 months,0.0531,82.809998,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
36214,tVLwumIwSmojD3mIZIrbLR7GLzHWdadtcQyBH43ZzE8=,Current,5500,IL,5500, 36 months,0.0531,165.61,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
240087,vkBHFv8qbiXuz0u89oOBbM4bwWLPdT9HgPXoMz3b5Ac=,Current,30000,FL,30000, 36 months,0.0531,903.31,A,Jul-18,July 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
25080,MxRgVbqJUugiLBzdpg1yh45HEMtdSnBGLNmPUEM5sl4=,Current,5000,KY,5000, 36 months,0.0531,150.56,A,Jul-18,July 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
264510,1kcx8c8C6NqPOOEkkJRDMVtwr4zMcYPfYaLr3qFYd38=,Current,40000,AR,40000, 36 months,0.0531,1204.42,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82521,73KYucdu9oMn86YvAvO0aL/vlY/5C9igAb+fNhlvB/I=,Current,10000,CA,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
115673,+L+21NWEG3hCRYhkkuyeR5J+dq6rMk7p/MTAy1KVzwU=,Current,12000,CA,12000, 36 months,0.0531,361.32999,A,Jun-18,June 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
13700,jPevW3VHCThlF4qYZBpSBW99QvHZhgC040tqL1eC+5E=,Current,3500,CA,3500, 36 months,0.0531,105.39,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
56120,nD827XhYZ8U6COgOwtyiYn3SUUqoX7etOBX+QkisXN0=,Current,7150,TX,7150, 36 months,0.0531,215.28999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
77733,BdwkvtEE5NuNnk0GGf7VYVgjoKYA7PMlrBkLlPLYc6w=,Current,9300,CA,9300, 36 months,0.0531,280.03,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82051,6sTVNz3gGJKTPieo1SmiVHaxJ4RVh98rjMfXr1l/u84=,Current,10000,CT,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
145391,KcUpS5YKgUvr6Bt4DJRG3x+ZPOwWRevepK0P1f56jt8=,Current,15000,CA,15000, 36 months,0.0531,451.66,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
137538,ynGC46OYV/DoPVs1IEhmJr9OeHRoo69Kb+xSKNJQo48=,Current,14000,MI,14000, 36 months,0.0531,421.54999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
264527,vjlMdiRi6igxa+LoY5QvyMottz0jMDQsXHhoT9uddcM=,Current,40000,CA,40000, 36 months,0.0531,1204.42,A,Jun-18,June 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
145354,mDWP1a9R7ucGySSNUq5Vo1ZE/I2GKVsGKbP9jWmhdZk=,Current,15000,TX,15000, 36 months,0.0531,451.66,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
187709,cQrZGKuuYVqxDiVHvJlOMtdL7SYkLR1W69K1tRTtn5U=,Current,20000,GA,20000, 36 months,0.0531,602.21002,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
38985,jiww4nW6y+b9WSHc5sDXJW3K8aQolBYUJzq1cggyXJI=,Current,6000,CA,6000, 36 months,0.0531,180.67,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82438,UIkWWkUy3tCP3uq+aD6yt/6FmsP9c2cQbYupJx8OI9M=,Current,10000,FL,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82489,nKV+UcdvaU0UfDCuh9TOKF0R+SAzUJACs9HY30Oa7nw=,Current,10000,MA,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
172067,Mjz0iNX0YEZl3kseKa8iOPbNr7BsI1t1RRVe//0xMDE=,Current,17000,MT,17000, 36 months,0.0531,511.88,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
187714,aFcDgTixT/EHeOR7B5BJC1CHqGXS0woLnGCRpyJPpWw=,Current,20000,SC,20000, 36 months,0.0531,602.21002,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
222202,oGNzlveoi3tyS6ok3cihdF42xk7oVYigADSMd0p7xvg=,Current,25000,MI,25000, 36 months,0.0531,752.76001,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
25072,vBTq/U+wevgNJ6Ee9yKSnTq3j/EwpaoalRXiqUJ8OjU=,Current,5000,WA,5000, 36 months,0.0531,150.56,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
51733,HBqsf43dShy9j3ADC2FkycRIxqeVixIQDVrT+BzphS4=,Current,7000,VT,7000, 36 months,0.0531,210.78,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
61685,0d2CWgY8YYAx6x2h/ti8sduEk5IAgnu67NH/jUYjHVY=,Current,8000,CA,8000, 36 months,0.0531,240.89,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82421,3ebAabcbeaFomoxD3Q+3XpzHhHDhjiogO1ZBLqUvuAo=,Current,10000,NJ,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
109046,KKrmJGIjJgbVP9RJzE9WRQFQd7cJcdl3J6WFIvQdQBk=,Current,11000,DE,11000, 36 months,0.0531,331.22,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
162172,K8nDQj9sLw+Wofp/Rz7y4q6MhO+qDdc4+aKaBG/0b2k=,Current,16000,FL,16000, 36 months,0.0531,481.76999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
187686,1ndmvvwMeq3bndG59C29XSvJgSxit27RYvVikiQ+TTc=,Current,20000,TX,20000, 36 months,0.0531,602.21002,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
222200,Z/VwZuJlPnxDGF4+9XW615D9mL3Y2kVoBDuLSTl5/ec=,Current,25000,GA,25000, 36 months,0.0531,752.76001,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
23066,h6o4/6ExQL4u1HtYalPqMmlJCWJcUvgfgLLsnCTJFq8=,Current,4800,OH,4800, 36 months,0.0531,144.53,A,Jun-18,June 2018,2018,FALSE,Joint App,credit_card,Credit card refinancing,desc
82479,J9C98Lk1ljSkacuFuSPO9T/AUGMp4GvSowhfk63B5Xw=,Current,10000,VA,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
145385,Xqp76Fe4nvOLlBwPtWZ4shUSvc/kDcXujbTSdyp+R3g=,Current,15000,NY,15000, 36 months,0.0531,451.66,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
222192,+CY+0Y1M9ATnPJlUm0aNmu0l0r013xeQN1bOf0PXgyo=,Fully Paid,25000,HI,25000, 36 months,0.0531,752.76001,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
222201,tUoGbcezMbGUvZL4WmU233dTtZ7hc2mBeqpW1f9HKe0=,Current,25000,GA,25000, 36 months,0.0531,752.76001,A,Jun-18,June 2018,2018,FALSE,Joint App,credit_card,Credit card refinancing,desc
240091,6dyxG/QjskHSJd0j82BoM9Fv2g3Sx9WrtYzKtn/mHcs=,Current,30000,CA,30000, 36 months,0.0531,903.31,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
60445,PeNCF6EdoR7YxnDWx6KhvNVypr9h7C2pSIaq1YoDuGQ=,Current,7700,CA,7700, 36 months,0.0531,231.85001,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82491,aix8aez+04/b8QG9NtHegyYTJh+xYCHrQDLAYpWwJK8=,Current,10000,FL,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
253578,B3ETk9RJLQZ2PHC8XEvOeCa+NlVd40al00ibVW437R4=,Current,35000,TX,35000, 36 months,0.0531,1053.86,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82442,39s8phodneTZP61lEB7foQhyu4faoaJtWN5WWyuKD38=,Current,10000,CA,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
145371,d2qkmcw5ySq6trwyU87QkXGmLHCuszZ27Jt6HqHRiyg=,Current,15000,UT,15000, 36 months,0.0531,451.66,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
263396,7xOejH0E6gm4pq/pViaRDlPfENbXaD5MpKTVPAz0vXk=,Current,37000,TX,37000, 36 months,0.0531,1114.09,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
264553,o0JN9kUEllrALM72m5GL7e1Fzu46+o9LqVvG0/bNKZM=,Current,40000,TX,40000, 36 months,0.0531,1204.42,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
8962,RT3u7+yPV0oleSK9A3oqHH1p0wqPkmHiHG54UPwBAT8=,Current,3000,VA,3000, 36 months,0.0531,90.339996,A,Jun-18,June 2018,2018,FALSE,Joint App,other,Other,desc
16733,gXpLDnXAWNl0FgzuPPGhG0JnzRVwlxFerxEUBt0RwtM=,Current,4000,TN,4000, 36 months,0.0531,120.45,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
61673,UMUzY3qRdeLL6xJA4fQLx68DAIqX39vxvYfcqaNoiFc=,Current,8000,NY,8000, 36 months,0.0531,240.89,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
71968,QAMSOTp3tTf5q5FeuHQV4l5Q84rsptnr21Gtz6ai6LI=,Current,8500,NM,8500, 36 months,0.0531,255.94,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82420,7ooZjhbfD1FHf+hRot5DnEiI/U0a6W2yQe6UKm4103w=,Current,10000,NJ,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
264546,MVEslN2htagLIdfXswEqSsRjixjnvhAtV5Ll5JTYpnk=,Current,40000,PA,40000, 36 months,0.0531,1204.42,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82499,Whr+1CVkJiCD4P3f5CRVwxbOLTrKZMquNd1UEZomI0g=,Current,10000,TX,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
145377,3H1MOF3tZA0+2v+jfvJ2WoLRAaPux3igWIbiTN1NYg4=,Current,15000,OR,15000, 36 months,0.0531,451.66,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
162160,diCbGoNXlqXNZ8u6jzIZ3X+/oSmc3KlIok9m7f/MpV0=,Current,16000,TX,16000, 36 months,0.0531,481.76999,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
162166,6HoxzmzGekHbrhEL1mr923/tgyHLevIobToPCIu2x3k=,Current,16000,MT,16000, 36 months,0.0531,481.76999,A,Jun-18,June 2018,2018,FALSE,Individual,major_purchase,Major purchase,desc
145375,mhsrogvIG6WumnfMgugH5mO5Ee5aLsgziA6c+XxyQCI=,Current,15000,FL,15000, 36 months,0.0531,451.66,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
187701,l11EmBkt9Jd+ujBrYVEqEFkDKNZ/KukRn4LQ1IZ6y5c=,Current,20000,NH,20000, 36 months,0.0531,602.21002,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
25091,uhpO2Dg9Qvwx08435XPylgdygI1qJm7umq9dGOFYQ4s=,Current,5000,NY,5000, 36 months,0.0531,150.56,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
48355,HDf+4r+HgGX0V2PqrRRhx0byswC95clKn66FrR9mFqc=,Current,6400,TX,6400, 36 months,0.0531,192.71001,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
49301,7zs31U3vBmIGarAzOo+652Q33SbSdi7UEUysoM+bJWo=,Current,6500,CA,6500, 36 months,0.0531,195.72,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82435,PJCUM1H9CLPOoJTR2zEMrfMS07URPpdDkH3V+ZVaUHA=,Current,10000,FL,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82488,/OxsUSNfAU5VcjmLDZfSPxfMkDuNB/qqgxrsWNAfbo8=,Current,10000,LA,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
187687,D1SJ7TLCK9wnDyskNKFAMshQ2YBh3Vj7rXjuEaVmARE=,Current,20000,TX,20000, 36 months,0.0531,602.21002,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
187695,b8T7JvhLKMgvWgRzOYCSQzlQYka/FYWBfWTqifx0CAg=,Current,20000,NC,20000, 36 months,0.0531,602.21002,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
8963,5viiBQ9sRM1KyUHPsVCt4OJFxLhT4liHNsDUkwmOHXw=,Current,3000,MO,3000, 36 months,0.0531,90.339996,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
20517,5NtU39Y+uSVB4SLfySMK1RKtkpFHuk4MrJxv4jMFsbU=,Current,4200,NV,4200, 36 months,0.0531,126.47,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82444,rSvIoWeB/vUPPqA0rP6DLnDpSK3ziHrNwAkCEfTi9Kc=,Current,10000,CA,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82487,sLtGtJNKVuxabY6gSZ7pxsYT3acS8GH2wflNIZ5StFw=,Current,10000,LA,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82497,q0eOfjiN32M1G8Hj+AZY4JzqQpTOdSXYhvnO5cHpNnM=,Current,10000,NJ,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
105122,3P9tekbCRTK+cNPmpRCSfvms/BPSE0siM2z864tlq6E=,Current,10300,NH,10300, 36 months,0.0531,310.14001,A,Jun-18,June 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
115676,vFJMl8fGZqR7979PVUrt5Ix9kxud5FDOn0tGsVgL6PU=,Current,12000,CA,12000, 36 months,0.0531,361.32999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
187708,R8PxQRM4MZ2/S3FPBPJGdOp0RFshochCW5n72dnjOhY=,Current,20000,GA,20000, 36 months,0.0531,602.21002,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
253556,V4yw4Mby3u2/QY/jzLqEirAgeILW6rwKTl5YbysIRUY=,Current,35000,IL,35000, 36 months,0.0531,1053.86,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
264509,mrXMi7V4fe+Oob3pEIfPOSDSvHTYaZIxwzga4TzVicY=,Current,40000,IL,40000, 36 months,0.0531,1204.42,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
264523,F9spsgELjPFC+V8TKjwN4dI0eHqKaFRIxTlXAZ6CXXY=,Current,40000,WA,40000, 36 months,0.0531,1204.42,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82426,78fFtmfLPJwxDdLcOXAfMLVFVKjwnu/GFZoPhRk/vCU=,Current,10000,TX,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82508,GTnAanqE1etjohiDcuRi4fg/CVHNRiZSdcr77tNpIg0=,Current,10000,NY,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
145351,hrbjjQK1CoRzH1cb+wy7nBIBvdW1l5wsosWX1hMGrno=,Current,15000,NJ,15000, 36 months,0.0531,451.66,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
187679,csbqAOJgg6dh/5kSxqPIHL8srJ3cvrCcGmPZCQxX3Ss=,Current,20000,MA,20000, 36 months,0.0531,602.21002,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
38965,XOYnqBHo91q2wKzHEzSoUD15tW9xXXrDQbfq6q9xbws=,Current,6000,FL,6000, 36 months,0.0531,180.67,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
51736,MXAlzfxD5y7MFrml8quV7JN1Y77eHFcOwGnzXQJhk1I=,Current,7000,FL,7000, 36 months,0.0531,210.78,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
187728,XsWuLLez5sNjw7SkE5yOyWZiEQ3xtNDpoWf+A2ChYRc=,Current,20000,AZ,20000, 36 months,0.0531,602.21002,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
262403,AFoq059TZp75C3cF5k6BbAPGGXDv5NVs915odirE7KY=,Current,36000,MA,36000, 36 months,0.0531,1083.98,A,Jun-18,June 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
82449,UQV2gymAdU+6aMMg3WjfuU+QrHE9qmSoPsaTou9Ne9I=,Current,10000,CO,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
248637,is6hZZaaOIVWxY84/adN5kwn+6hzDoczPmPL65xhEyw=,Current,32000,AZ,32000, 36 months,0.0531,963.53003,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82523,YjZujZWPP8bTCVgSQ2pH/f4VewnDSGQGXTHEX4N3JEY=,Current,10000,CA,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82470,wEzRnTnmqMMJertpP+8xm/WN+KxiXpugriGA2RHkdBI=,Current,10000,OH,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
115675,8Y5My1d+PLM/9rmdfwY7PxY0e6iZSOQB8Aq9OFgy30c=,Current,12000,CA,12000, 36 months,0.0531,361.32999,A,Jun-18,June 2018,2018,FALSE,Individual,house,Home buying,desc
115683,VZ0T0E9srKtVPoEA17mJf9kBHPHIfhBHd4LTThHgYg4=,Current,12000,NM,12000, 36 months,0.0531,361.32999,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
162169,UARGzT1cF+VMZ+dPZZ/anPUn5i03/1cufx+gj7/D/Nw=,Current,16000,IL,16000, 36 months,0.0531,481.76999,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
176231,Bn7r66kahpMX2ZrJV55ejnc+KmxJQsz35/SSlEP2T5s=,Current,18000,MI,18000, 36 months,0.0531,541.98999,A,Jun-18,June 2018,2018,FALSE,Joint App,debt_consolidation,Debt consolidation,desc
204123,vLeRlc4D4Ho3nBlMksU6NXHqORAvyaWTW+E/dwglUV4=,Current,21000,CO,21000, 36 months,0.0531,632.32001,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
25085,R4kQtC252didMakEZCHruk0xG+enALd0R26YfsNbYH0=,Current,5000,FL,5000, 36 months,0.0531,150.56,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82429,lhC3l9zbSFhGD3hgFcfCXtHpJRzWJPDDShLIbQ6MxDM=,Current,10000,TX,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
162164,UQs40RicuxFLOPNeeASp17M99uEyGl5CcdC8drZ7JWk=,Current,16000,DC,16000, 36 months,0.0531,481.76999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
240084,vQplN5GHZYhqU1qcLHFR+0JnIM2dEePb31dmtTjcaB8=,Current,30000,NJ,30000, 36 months,0.0531,903.31,A,Jun-18,June 2018,2018,FALSE,Joint App,home_improvement,Home improvement,desc
264528,mcaef8Zn7sM7t+AlrwqhNsAooSK8RLooMD7XxZRwU1w=,Current,40000,CA,40000, 36 months,0.0531,1204.42,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
8959,0Q/5xEf6ax1llwwdmFG6kGQuXZzns2DNmphVDLROItQ=,Current,3000,IL,3000, 36 months,0.0531,90.339996,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82419,xaoVd21CR8ENSMvEe6iiRQs/6KVafOGdBb5oEs2Y0Cg=,Current,10000,NJ,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82423,JKroD0Qi4D56cNf+XHBe5xLmeO9kCk8/66KKT4krRzI=,Current,10000,OR,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
82424,y2wR3q0XdT4Vo3HeywMzbMf8OL6BkVsUx7GBQaIhuHU=,Current,10000,MN,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,debt_consolidation,Debt consolidation,desc
82450,it0ReW7z6jgMam3xfoFwS34H1LItfywjEO70GxJcoMQ=,Current,10000,CO,10000, 36 months,0.0531,301.10999,A,Jun-18,June 2018,2018,FALSE,Individual,credit_card,Credit card refinancing,desc
208999,zNEhN1PwpaqvqyVALe9LxR+n3U8PQPlua5q+7pp04Jk=,Current,22000,DE,22000, 36 months,0.0531,662.42999,A,Jun-18,June 2018,2018,FALSE,Individual,home_improvement,Home improvement,desc
